customerID,gender,InternetService,Dependents,DeviceProtection,Contract,OnlineBackup,MultipleLines,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,Sum of tenure,tenure (bins),Sum of TotalCharges,Sum of MonthlyCharges,Churn
8680-CGLTP,Male,DSL,No,No,One year,Yes,No,Yes,Yes,No,Electronic check,Yes,No,No,No,Yes,29,25,1696.2,58.75,No
8681-ICONS,Male,No,Yes,No internet service,Month-to-month,No internet service,No,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,29,25,654.85,20.65,No
8685-WHQPW,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,yes,No,No,No,22,20,1692.6,74.4,Yes
8687-BAFGU,Male,Fiber optic,No,No,Month-to-month,No,No,No,No,No,Electronic check,Yes,No,No,No,Yes,1,0,74,74,No
8690-UPCZI,Male,DSL,Yes,No,One year,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,Yes,Yes,29,25,1958.45,69.05,No
8690-ZVLCL,Female,DSL,Yes,Yes,Two year,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,68,65,6161.9,88,No
8695-ARGXZ,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,Yes,Electronic check,Yes,yes,No,No,No,34,30,2425.4,75.55,No
8695-WDYEA,Male,DSL,No,No,Month-to-month,No,No,Yes,No,No,Mailed check,Yes,No,No,No,No,1,0,51.25,51.25,No
8696-JKZNU,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,yes,No,No,No,37,35,2841.55,76.25,Yes
8699-ASUFO,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,Yes,Mailed check,Yes,yes,No,No,No,7,5,527.9,74.4,Yes
8701-DGLVH,Male,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,51,50,1042.65,20.45,No
8705-DWKTI,Male,Fiber optic,No,Yes,Month-to-month,No,No,No,Yes,No,Credit card (automatic),Yes,No,Yes,No,No,52,50,4331.4,83.8,No
8705-WZCYL,Male,DSL,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,0,44.8,44.8,No
8706-HRADD,Male,DSL,No,No,Month-to-month,No,No phone service,Yes,Yes,No,Mailed check,No,No,No,Yes,Yes,21,20,1011.5,43.55,No
8707-HOEDG,Female,Fiber optic,Yes,Yes,Two year,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,70,70,7689.8,110.2,No
8707-RMEZH,Female,Fiber optic,No,No,One year,Yes,No,Yes,No,Yes,Credit card (automatic),Yes,yes,Yes,No,No,69,65,6055.55,87.3,No
8708-XPXHZ,Female,Fiber optic,Yes,No,Month-to-month,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,42,40,4186.3,94.2,Yes
8709-KRDVL,Female,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,33,30,3320.6,100,No
8710-YGLWG,Male,DSL,No,No,Month-to-month,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,0,44.9,44.9,No
8711-LOBKY,Male,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,59,55,1188.25,19.85,No
8713-IGZSO,Male,No,No,No internet service,Month-to-month,No internet service,Yes,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,0,62,24.85,No
8714-CTZJW,Female,Fiber optic,No,Yes,Month-to-month,No,No,No,Yes,No,Credit card (automatic),Yes,No,Yes,No,No,4,0,319.6,82.85,No
8714-EUHJO,Female,Fiber optic,Yes,No,Month-to-month,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,No,31,30,2995.45,91.15,Yes
8715-KKTFG,Female,Fiber optic,No,Yes,One year,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,61,60,6518.35,103.3,No
8717-VCTXJ,Male,No,No,No internet service,One year,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,42,40,839.4,19.55,No
8718-PTMEZ,Female,DSL,No,No,Month-to-month,Yes,No phone service,No,Yes,No,Electronic check,No,No,No,No,No,13,10,347.25,31.05,Yes
8720-RQSBJ,Male,DSL,No,No,Month-to-month,No,No,No,No,No,Electronic check,Yes,yes,No,No,No,1,0,44,44,No
8722-NGNBH,Male,DSL,No,Yes,Month-to-month,No,No phone service,Yes,No,No,Mailed check,No,No,No,No,Yes,5,5,223.45,40,Yes
8722-PRFDV,Female,DSL,Yes,Yes,Two year,No,No,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,71,70,5574.35,77.55,No
8725-JEDFD,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,27,25,1793.25,69.05,No
8727-JQFHV,Male,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,57,55,1123.15,20.75,No
8727-XDPUD,Male,DSL,No,No,Two year,No,No phone service,No,No,No,Credit card (automatic),No,No,No,Yes,No,37,35,1316.9,35.8,No
8728-SKJLR,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,No,Yes,41,40,3089.1,74.25,No
8731-WBBMB,Female,DSL,No,Yes,Month-to-month,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,26,25,2078.55,81.9,No
8734-DKSTZ,Female,Fiber optic,Yes,No,Month-to-month,No,Yes,No,No,Yes,Electronic check,Yes,No,Yes,No,No,10,10,858.6,85.95,No
8734-FNWVH,Male,DSL,Yes,No,Month-to-month,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,31,30,1825.5,59.7,No
8735-DCXNF,Male,DSL,No,No,Month-to-month,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,No,Yes,10,10,568.85,54.95,No
8735-IJJEG,Male,DSL,No,Yes,Month-to-month,No,No,No,No,Yes,Credit card (automatic),Yes,No,No,No,No,14,10,668.85,50.2,No
8735-NBLWT,Male,No,Yes,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,9,5,184.1,20.4,No
8735-SDUFN,Female,No,No,No internet service,Two year,No internet service,Yes,No internet service,No,Yes,Bank transfer (automatic),Yes,yes,No internet service,No internet service,No internet service,72,70,1778.7,24.3,No
8738-JOKAR,Female,DSL,No,No,One year,Yes,No,Yes,Yes,No,Mailed check,Yes,No,Yes,No,Yes,42,40,2882.25,67.7,No
8739-QOTTN,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,0,41.85,20.35,No
8739-WWKDU,Male,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,yes,No,Yes,No,25,25,2196.15,89.5,Yes
8739-XNIKG,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,No,No,Yes,No,5,5,424.75,84,No
8740-CRYFY,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,1,0,78.95,78.95,Yes
8740-XLHDR,Male,DSL,No,Yes,Month-to-month,Yes,No phone service,Yes,Yes,No,Mailed check,No,No,No,No,Yes,5,5,219,43.25,Yes
8741-LQOBK,Female,DSL,Yes,No,Month-to-month,Yes,No phone service,Yes,No,Yes,Bank transfer (automatic),No,No,No,No,No,46,45,1620.25,35.05,No
8745-PVESG,Female,DSL,No,Yes,One year,No,No phone service,Yes,Yes,No,Credit card (automatic),No,No,No,No,Yes,57,55,2258.25,41.1,No
8746-BFOAJ,Male,No,No,No internet service,One year,No internet service,No,No internet service,No,No,Bank transfer (automatic),Yes,yes,No internet service,No internet service,No internet service,21,20,429.55,20.5,No
8746-OQQRW,Male,No,No,No internet service,Month-to-month,No internet service,Yes,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,4,0,101.9,25.25,No
8747-UDCOI,Female,No,No,No internet service,Two year,No internet service,No,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,65,65,1319.95,19.35,No
8748-HFWBO,Male,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,19,15,357.7,19.9,No
8749-CLJXC,Male,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,0,20.05,20.05,No
8749-JMNKX,Male,Fiber optic,No,Yes,Month-to-month,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,yes,No,Yes,No,51,50,4750.95,93.8,Yes
8749-TZYEC,Male,No,No,No internet service,Two year,No internet service,Yes,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,72,70,1874.3,24.8,No
8750-QWZAJ,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,70,70,1378.75,19.8,No
8751-EDEKA,Female,Fiber optic,No,Yes,Month-to-month,Yes,No,No,No,Yes,Credit card (automatic),Yes,No,Yes,No,No,28,25,2433.5,89.9,No
8752-GHJFU,Male,Fiber optic,No,Yes,One year,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,yes,No,No,Yes,71,70,6585.2,92,No
8752-IMQOS,Male,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,5,5,85.1,20.1,No
8752-STIVR,Female,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,4,0,303.15,79,Yes
8755-IWJHN,Male,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,yes,Yes,No,No,69,65,6382,95.35,No
8755-OGKNA,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,57,55,1167.6,19.5,No
8756-RDDLT,Female,DSL,No,No,Month-to-month,Yes,No phone service,No,No,No,Electronic check,No,No,Yes,No,Yes,68,65,3085.35,44.95,No
8757-TFHHJ,Male,DSL,No,No,Month-to-month,No,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,No,No,1,0,49.8,49.8,No
8760-ZRHKE,Female,DSL,Yes,No,One year,Yes,Yes,Yes,No,Yes,Electronic check,Yes,yes,No,Yes,No,71,70,4982.5,69.2,No
8761-NSOBC,Male,Fiber optic,No,No,Month-to-month,Yes,No,No,No,No,Electronic check,Yes,No,Yes,Yes,Yes,44,40,4398.15,100.55,Yes
8763-KIAFH,Female,No,Yes,No internet service,One year,No internet service,No,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,27,25,583.3,20.55,No
8766-PAFNE,Male,DSL,No,Yes,Two year,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,71,70,5564.85,79.1,No
8769-KKTPH,Female,Fiber optic,Yes,No,One year,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,63,60,6311.2,99.65,No
8773-HHUOZ,Female,DSL,Yes,No,Month-to-month,No,No,No,Yes,No,Mailed check,Yes,No,Yes,Yes,No,17,15,1093.1,64.7,Yes
8774-GSBUN,Male,No,No,No internet service,Two year,No internet service,Yes,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,72,70,1797.1,25.4,No
8775-CEBBJ,Female,DSL,No,No,Month-to-month,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,No,9,5,403.35,44.2,Yes
8775-ERLNB,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,No,Yes,Electronic check,Yes,yes,No,No,No,1,0,74.3,74.3,No
8775-LHDJH,Female,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,Yes,Electronic check,Yes,yes,No,Yes,No,1,0,90.6,90.6,Yes
8777-MBMTS,Female,Fiber optic,No,Yes,Two year,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,yes,Yes,Yes,Yes,65,65,6725.5,105.85,No
8777-PVYGU,Female,DSL,No,Yes,One year,No,No,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes,No,52,50,3410.6,64.3,No
8778-LMWTJ,Female,Fiber optic,No,No,Month-to-month,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No,No,9,5,708.2,74.85,No
8779-QRDMV,Male,DSL,No,Yes,Month-to-month,No,No phone service,No,Yes,No,Electronic check,No,yes,Yes,No,No,1,0,39.65,39.65,Yes
8779-YIQQA,Male,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,21,20,350.1,19.8,No
8780-IHCRN,Male,No,Yes,No internet service,Two year,No internet service,Yes,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,63,60,1574.5,24.65,No
8780-IXSTS,Female,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,Yes,No,6,5,521.3,90.1,Yes
8780-RSYYU,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,Yes,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,25,25,532.1,19.2,No
8780-YRMTT,Female,DSL,No,Yes,Two year,Yes,No phone service,Yes,Yes,No,Mailed check,No,No,No,No,Yes,66,65,3177.25,47.4,No
8782-LKFPK,Male,Fiber optic,No,Yes,Month-to-month,No,Yes,No,Yes,No,Mailed check,Yes,No,Yes,No,No,44,40,4063,90.4,No
8782-NUUOL,Male,DSL,No,Yes,One year,No,No,Yes,No,No,Mailed check,Yes,No,Yes,Yes,Yes,60,60,4801.1,79,No
8784-CGILN,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,18,15,1776.95,99.85,Yes
8785-CJSHH,Female,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,60,60,5985.75,99.8,No
8785-EPNCG,Male,No,No,No internet service,Month-to-month,No internet service,Yes,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,11,10,245.2,23.15,Yes
8788-DOXSU,Male,DSL,No,Yes,One year,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,No,59,55,3645.5,61.35,No
8791-GFXLZ,Male,DSL,No,No,Month-to-month,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,No,12,10,593.05,49.05,No
8792-AOROI,Female,DSL,No,No,Two year,No,No,Yes,No,Yes,Mailed check,Yes,No,Yes,No,Yes,8,5,564.35,65.5,No
8799-OXZMD,Female,DSL,No,Yes,Month-to-month,No,No phone service,No,Yes,No,Mailed check,No,No,No,No,No,28,25,790.7,29.75,No
8800-JOOCF,Female,Fiber optic,Yes,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,No,No,Yes,No,12,10,966.55,84.05,No
8800-ZKRFW,Female,Fiber optic,Yes,Yes,Month-to-month,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,30,30,3242.5,107.5,No
8802-UNOJF,Male,Fiber optic,No,Yes,Month-to-month,Yes,No,No,Yes,No,Mailed check,Yes,yes,No,No,Yes,12,10,1029.75,83.8,Yes
8805-JNRAZ,Female,DSL,No,No,Month-to-month,Yes,No,No,No,No,Mailed check,Yes,No,No,No,No,2,0,103.7,49.2,No
8806-EAGWC,Male,DSL,No,No,Month-to-month,No,No,No,No,No,Mailed check,Yes,No,No,Yes,No,3,0,159.15,55.15,Yes
8807-ARQET,Female,DSL,No,No,Month-to-month,Yes,No phone service,No,Yes,No,Electronic check,No,No,Yes,No,No,41,40,1677.85,40.35,No
8807-OPMBM,Female,No,Yes,No internet service,Two year,No internet service,Yes,No internet service,Yes,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,55,55,1388,25.65,No
8808-ELEHO,Male,Fiber optic,No,Yes,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,yes,No,No,No,8,5,585.95,81.25,Yes
8809-RIHDD,Male,Fiber optic,Yes,Yes,Two year,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,72,70,7372.65,103.4,Yes
8809-XKHMD,Male,Fiber optic,No,No,Two year,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,Yes,72,70,7325.1,100.55,No
8812-ZRHFP,Female,Fiber optic,Yes,Yes,One year,No,No,No,No,Yes,Electronic check,Yes,No,Yes,No,No,30,30,2538.05,86.45,No
8815-LMFLX,Male,No,Yes,No internet service,Month-to-month,No internet service,Yes,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,25,25,546.85,25.4,No
8816-VXNZD,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,1,0,75.1,75.1,Yes
8818-DOPVL,Female,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,yes,Yes,Yes,No,46,45,4863.85,104.45,No
8818-XYFCQ,Male,Fiber optic,Yes,No,Month-to-month,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,32,30,3204.65,99.55,Yes
8819-IMISP,Male,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,31,30,2429.1,80.45,No
8819-WFGGJ,Male,DSL,No,Yes,Two year,No,No phone service,Yes,Yes,Yes,Bank transfer (automatic),No,No,Yes,Yes,No,68,65,3794.5,54.1,No
8819-ZBYNA,Female,Fiber optic,No,No,Two year,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,58,55,6393.65,109.1,No
8821-KVZKQ,Female,DSL,Yes,Yes,One year,Yes,No phone service,No,Yes,Yes,Bank transfer (automatic),No,No,Yes,Yes,Yes,70,70,4113.15,58.4,No
8821-XNHVZ,Female,Fiber optic,Yes,No,Month-to-month,No,No,No,Yes,Yes,Mailed check,Yes,No,No,Yes,No,1,0,80.05,80.05,Yes
8822-KNBHV,Female,DSL,No,Yes,One year,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,No,48,45,3887.85,83.45,No
8823-RLPWL,Female,Fiber optic,No,Yes,Two year,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,72,70,8065.65,110.65,No
8824-RWFXJ,Male,DSL,Yes,Yes,Month-to-month,Yes,No,No,Yes,Yes,Mailed check,Yes,No,No,No,No,3,0,168.15,56.15,Yes
8835-VSDSE,Female,Fiber optic,No,No,Month-to-month,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,2,0,141.45,70.7,Yes
8837-VVWLQ,Female,Fiber optic,No,No,Month-to-month,No,No,Yes,No,No,Electronic check,Yes,No,No,Yes,No,8,5,668.4,84.95,Yes
8838-GPHZP,Female,No,No,No internet service,Two year,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,63,60,1298.7,20.6,No
8840-DQLGN,Female,Fiber optic,No,No,Month-to-month,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,yes,No,Yes,Yes,35,35,3653.35,100.5,Yes
8844-TONUD,Male,Fiber optic,Yes,Yes,Month-to-month,No,No,No,Yes,Yes,Mailed check,Yes,No,Yes,Yes,No,13,10,1162.85,96.65,Yes
8845-LWKGE,Female,DSL,Yes,Yes,One year,No,No,No,Yes,Yes,Electronic check,Yes,No,No,Yes,Yes,30,30,1985.15,64.5,No
8847-GEOOQ,Male,DSL,No,Yes,Month-to-month,Yes,No phone service,No,Yes,Yes,Bank transfer (automatic),No,No,Yes,Yes,Yes,60,60,3582.4,60.2,No
8849-AYPTR,Male,Fiber optic,No,No,Month-to-month,No,No,No,No,Yes,Electronic check,Yes,No,Yes,Yes,No,33,30,2964.05,91.25,No
8849-GYOKR,Female,Fiber optic,No,No,One year,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,54,50,5763.3,106.55,Yes
8849-PRIQJ,Female,Fiber optic,Yes,Yes,One year,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,67,65,7281.6,109.4,No
8851-RAGOV,Female,DSL,No,No,Month-to-month,Yes,No,Yes,Yes,Yes,Mailed check,Yes,No,Yes,No,Yes,25,25,1837.7,71.05,No
8853-TZDGH,Female,Fiber optic,No,Yes,Two year,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,72,70,8012.75,111.6,No
8854-CCVSQ,Male,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,18,15,1451.9,80.65,Yes
8857-CUPFQ,Male,No,No,No internet service,Two year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,63,60,1237.65,19.25,No
8859-AXJZP,Male,No,Yes,No internet service,Two year,No internet service,Yes,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,39,35,903.8,23.8,No
8859-DZTGQ,Male,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,33,30,689.75,20.35,No
8859-YSTWS,Male,No,No,No internet service,One year,No internet service,No,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,48,45,1004.5,19.95,No
8861-HGGKB,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,No,No,Electronic check,Yes,No,Yes,No,No,10,10,830.85,86.45,Yes
8865-TNMNX,Male,DSL,Yes,No,One year,Yes,No,No,No,Yes,Mailed check,Yes,No,No,No,No,10,10,475.7,49.55,No
8868-GAGIO,Male,Fiber optic,No,Yes,Month-to-month,No,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,No,No,45,45,3713.95,84.55,No
8868-WOZGU,Male,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,28,25,2979.5,105.7,Yes
8869-LIHMK,Female,Fiber optic,No,Yes,Two year,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,64,60,7334.05,115.1,No
8869-TORSS,Female,DSL,No,Yes,One year,No,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,No,Yes,48,45,2896.4,60.35,Yes
8871-JLMHM,Female,Fiber optic,No,Yes,Two year,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,No,No,No,Yes,68,65,6297.65,90.2,No
8873-GLDMH,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Mailed check,Yes,No,No,No,No,6,5,401.3,73.85,No
8873-TMKGR,Male,No,No,No internet service,One year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,29,25,529.5,19.1,No
8874-EJNSR,Male,No,Yes,No internet service,Two year,No internet service,Yes,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,39,35,987.95,25.2,No
8875-AKBYH,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,yes,No,Yes,No,20,20,1745.2,84.35,No
8878-HMWBV,Male,DSL,No,Yes,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,3,0,169.05,49.15,Yes
8878-RYUKI,Female,DSL,No,Yes,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,52,50,3043.7,59.45,No
8879-XUAHX,Male,Fiber optic,No,Yes,Two year,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,71,70,8564.75,116.25,No
8879-ZKJOF,Female,DSL,No,Yes,One year,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,41,40,3320.75,79.85,No
8882-TLVRW,Male,DSL,Yes,Yes,Two year,No,No phone service,Yes,No,Yes,Mailed check,No,No,No,No,Yes,69,65,2779.5,39.1,No
8883-ANODQ,Female,Fiber optic,Yes,Yes,Two year,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,68,65,5746.75,84.4,No
8883-GRDWQ,Male,DSL,No,No,One year,No,No,Yes,No,No,Mailed check,Yes,yes,No,No,Yes,20,20,1055.9,54,No
8884-ADFVN,Male,Fiber optic,No,Yes,Month-to-month,No,Yes,No,Yes,Yes,Electronic check,Yes,yes,Yes,Yes,No,7,5,700.85,101.95,Yes
8884-FEEWR,Male,No,No,No internet service,One year,No internet service,No,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,35,35,754,20.6,No
8884-MRNSU,Male,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,17,15,329.75,19.9,No
8885-QSQBX,Female,DSL,No,No,Month-to-month,No,No,Yes,No,No,Bank transfer (automatic),Yes,No,No,No,No,1,0,49.55,49.55,No
8887-IPQNC,Female,DSL,No,No,Month-to-month,No,No,No,Yes,Yes,Mailed check,Yes,No,No,No,No,7,5,313.45,44.25,No
8894-JVDCV,Female,Fiber optic,No,Yes,One year,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,62,60,7133.45,115.05,No
8896-BQTTI,Male,No,No,No internet service,Month-to-month,No internet service,Yes,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,0,25,25,No
8896-RAZCR,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,44,40,868.1,19.9,No
8898-KASCD,Male,DSL,No,Yes,One year,No,No phone service,No,No,No,Mailed check,No,No,No,No,Yes,39,35,1309.15,35.55,No
8901-HJXTF,Female,DSL,Yes,No,Month-to-month,Yes,No phone service,No,No,Yes,Mailed check,No,No,No,No,No,12,10,309.1,29.2,Yes
8901-UPRHR,Female,Fiber optic,Yes,Yes,Two year,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,72,70,7711.45,109.2,No
8902-ZEOVF,Male,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,47,45,951.55,20.05,No
8903-WMRNW,Female,Fiber optic,No,Yes,Month-to-month,No,No,Yes,No,Yes,Electronic check,Yes,No,Yes,Yes,No,15,15,1669.4,101.75,No
8903-XEBGX,Male,DSL,Yes,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,2,0,108.65,55.3,No
8904-OPDCK,Male,DSL,No,No,Month-to-month,No,No phone service,No,Yes,Yes,Bank transfer (automatic),No,yes,No,No,No,54,50,1364.75,24.95,No
8905-IAZPF,Female,Fiber optic,No,No,One year,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,69,65,6744.2,95.65,No
8908-NMQTX,Male,DSL,No,Yes,Two year,Yes,No phone service,Yes,Yes,No,Bank transfer (automatic),No,No,Yes,Yes,Yes,72,70,4566.5,65.6,No
